1,233,339
122,204,320
88,170,324
77,158,406
96,245,417
52,231,325
42,275,411
47,161,382
89,212,356
56,198,371
78,222,362
5,254,416
25,181,359
27,216,286
87,195,342
38,279,336
29,179,345
32,165,312
37,154,356
33,229,396
139,199,342
51,230,355
98,164,361
16,268,424
103,225,289
118,254,372
6,176,408
38,164,373
27,226,306
51,186,313
12,193,287
17,257,378
54,278,367
33,220,315
18,240,387
98,284,291
105,241,383
19,177,414
37,197,425
141,171,410
108,228,319
99,234,358
39,224,393
46,198,290
106,177,346
32,189,324
32,211,308
34,180,301
126,269,332
15,155,401
75,261,396
62,158,405
118,273,415
73,163,288
113,196,327
89,282,301
139,217,294
82,145,310
112,265,424
37,205,384
103,192,382
55,263,402
130,190,297
133,246,369
100,272,379
102,282,349
17,171,362
41,152,344
111,151,288
74,210,404
25,144,382
114,281,408
57,281,353
13,232,420
94,226,416
68,183,293
87,252,382
121,195,380
18,209,315
42,269,360
87,245,350
12,158,363
106,283,345
27,185,344
94,232,300
61,218,390
68,249,340
22,206,322
14,183,359
65,209,301
54,201,303
35,156,376
13,159,291
78,280,292
15,153,314
30,195,309
87,268,366
103,266,388
127,184,289
86,240,418
88,148,357
24,187,324
86,208,376
33,178,416
111,246,387
59,231,293
8,161,413
139,173,356
90,258,353
56,215,367
16,191,345
31,219,286
97,259,345
114,145,405
63,184,405
13,236,412
38,280,400
87,281,371
23,169,419
70,188,374
65,250,390
123,220,369
74,237,303
75,269,365
90,177,336
46,184,415
11,223,293
55,240,412
58,231,426
64,243,320
45,215,385
98,176,354
105,192,344
95,243,355
130,161,331
92,162,327
92,181,377
122,162,327
57,271,326
32,164,400
101,232,402
4,224,298
116,203,356
14,225,315
60,204,385
107,188,386
43,192,285
68,206,393
3,267,414
58,215,346
37,257,322
109,221,318
91,153,333
142,275,358
48,160,305
128,157,407
107,154,419
33,275,313
12,149,400
33,227,383
50,162,332
58,145,287
135,250,368
79,239,386
23,267,296
130,194,379
20,224,313
67,153,293
136,195,354
129,214,421
86,150,385
136,212,335
55,163,367
89,154,309
10,201,349
44,249,388
90,269,341
120,242,332
83,189,346
142,167,316
94,267,291
1,151,303
119,212,400
118,280,327
103,283,422
23,153,351
91,251,386
124,217,408
61,183,425
51,182,399
132,150,371
138,203,385
52,193,422
82,145,321
35,241,423
27,215,316
14,178,313
11,252,299
45,151,396
27,233,392
95,219,367
142,160,328
99,225,394
141,162,380
47,258,398
98,207,302
93,161,334
85,149,331
66,260,375
6,260,353
134,163,409
17,220,403
102,152,317
71,178,333
62,194,296
7,268,411
29,159,336
136,282,310
85,164,410
50,240,319
55,170,334
139,194,343
92,270,301
76,213,416
52,249,308
67,200,299
23,170,406
4,169,322
7,171,377
91,148,368
40,143,293
84,229,338
44,223,287
44,263,325
85,157,350
114,225,299
100,199,420
116,189,330
81,250,415
31,228,425
102,237,392
56,238,303
81,222,342
138,244,304
127,252,365
106,187,327
71,258,384
5,180,412
104,247,363
67,162,362
121,145,314
130,276,425
35,190,423
129,254,369
65,230,424
48,152,307
93,256,424
15,230,338
64,193,352
111,185,317
88,244,398
110,214,311
103,275,395
97,177,345
36,188,363
18,266,392
29,258,300
80,149,335
46,191,409
49,191,304
36,147,307
64,232,361
22,216,410
70,235,352
106,248,311
80,176,306
121,170,322
34,220,384
126,265,296
130,241,405
125,256,332
90,173,298
40,180,358
57,276,421
39,216,297
46,213,375
141,189,285
51,157,326
135,247,351
131,202,368
138,245,394
12,170,400
30,179,299
72,241,377
130,253,377
124,261,406
123,281,356
89,147,391
6,199,354
128,231,415
125,253,286
117,243,312
71,260,414
93,251,416
24,276,332
48,149,381
126,181,390
43,177,343
97,169,304
121,197,380
134,197,290
137,190,298
117,262,299
75,208,285
130,211,304
87,228,370
69,163,355
53,284,409
2,183,328
102,239,286
105,273,324
133,242,336
137,208,306
116,238,353
141,211,424
69,173,295
1,251,289
53,276,421
120,163,403
45,187,351
120,202,298
132,258,359
93,274,345
73,146,308
49,151,334
10,245,388
74,205,297
39,252,325
101,254,376
135,229,316
78,155,287
73,198,317
129,174,391
110,222,312
2,284,420
63,185,310
84,157,373
51,227,289
40,229,349
118,195,294
12,261,393
69,212,374
71,147,401
51,263,321
137,238,423
78,234,394
28,203,398
67,239,343
96,249,350
97,176,341
27,161,354
42,154,404
135,186,331
2,255,383
67,175,347
106,180,361
140,229,395
110,143,404
10,209,400
109,165,375
101,192,413
5,248,366
59,265,352
26,266,300
13,233,396
80,231,355
48,171,367
20,210,411
92,176,413
47,268,319
44,150,329
63,253,295
61,267,290
44,204,306
100,202,340
34,177,293
29,265,371
60,213,368
54,223,399
114,246,363
18,248,410
127,221,292
4,178,426
121,175,337
34,183,410
18,282,319
135,266,362
114,249,304
65,236,348
28,204,304
65,200,314
126,144,411
83,253,386
76,259,357
132,164,380
81,192,384
41,213,381
134,205,313
63,166,307
16,192,369
137,179,397
24,263,391
62,255,348
62,224,330
112,245,356
91,207,387
86,260,404
108,175,409
54,240,352
83,201,407
118,222,401
104,267,376
55,243,408
116,242,307
22,181,401
56,186,407
18,225,314
59,227,425
37,244,394
4,232,404
43,207,417
131,196,401
41,246,373
21,246,300
125,255,333
132,251,335
38,233,378
36,251,381
49,143,311
83,255,334
16,250,292
127,152,419
77,156,308
127,256,390
95,144,340
57,208,309
57,173,357
72,268,342
115,185,331
106,196,298
125,147,399
95,269,389
58,160,417
115,160,299
47,159,388
9,173,300
38,178,296
138,183,323
103,199,296
64,201,291
87,197,328
119,236,361
60,244,377
52,235,324
40,279,288
22,220,367
110,259,376
77,274,302
74,176,318
31,171,397
80,172,426
128,174,402
79,222,307
140,150,305
48,277,397
99,158,365
36,156,366
69,154,316
77,158,303
100,208,384
39,250,295
65,267,348
133,245,287
53,270,403
5,193,415
102,147,406
83,202,398
26,214,389
93,229,322
50,196,312
140,271,325
83,146,418
84,224,310
140,150,407
11,177,375
68,182,408
14,276,387
79,259,364
115,194,389
101,174,339
122,255,294
36,223,414
109,271,289
42,194,384
140,257,355
48,175,308
100,146,301
133,165,329
29,223,358
55,200,325
97,159,321
113,279,422
37,273,331
72,263,415
89,262,383
113,266,285
3,278,328
88,276,298
72,279,398
94,269,418
105,182,424
85,284,292
84,211,420
58,277,319
142,253,361
138,264,328
122,206,355
27,195,399
17,250,379
61,144,330
33,252,383
82,255,329
6,266,335
3,155,314
72,148,314
127,205,378
50,246,336
108,243,405
119,205,395
109,207,321
120,222,403
38,275,389
89,256,346
58,280,409
21,275,416
52,264,382
119,266,366
20,246,407
1,155,421
13,175,417
86,196,387
85,197,393
34,153,338
107,190,403
112,247,315
60,249,359
35,178,369
129,182,310
82,199,412
24,159,346
98,209,361
41,261,342
21,148,337
26,165,341
28,226,306
28,248,329
111,210,315
139,160,348
134,232,338
111,191,406
9,277,351
110,146,411
108,143,422
113,206,288
40,168,410
26,173,364
38,236,323
12,167,345
123,152,382
98,174,378
7,153,388
118,149,339
101,274,353
80,174,405
107,168,354
91,229,301
35,156,290
105,270,318
1,280,358
121,186,414
69,237,408
78,216,364
131,249,418
61,210,377
134,244,365
19,192,364
123,260,302
58,221,344
124,156,372
110,143,350
128,218,339
72,194,329
85,152,291
21,234,426
118,196,358
102,148,403
7,239,286
77,234,341
50,207,326
59,218,329
52,147,389
97,198,382
46,240,323
125,272,349
50,185,397
76,251,308
127,258,423
121,282,347
103,187,288
71,145,300
64,278,388
66,156,378
94,262,330
49,233,381
32,155,303
128,163,292
10,209,318
17,143,343
9,204,389
45,166,305
66,214,334
57,271,412
42,225,373
2,197,322
31,221,379
112,259,354
115,150,409
126,155,394
134,205,363
70,284,341
7,174,425
8,168,348
124,180,320
78,277,372
112,175,347
14,228,319
47,272,420
95,191,394
134,215,305
41,207,372
24,243,386
25,211,394
34,173,406
21,202,367
132,284,327
1,256,362
83,201,340
17,265,402
93,157,411
114,149,310
75,157,326
10,227,314
112,202,351
25,190,395
92,261,365
84,200,418
19,234,339
26,201,408
59,274,332
82,227,316
128,253,347
120,220,380
124,217,393
96,223,313
113,235,333
20,239,294
80,281,388
92,243,391
17,273,321
66,277,344
19,168,309
55,241,385
45,280,364
77,200,300
67,151,424
13,251,392
7,190,403
73,170,285
142,144,357
26,218,369
32,148,420
9,250,346
16,193,398
101,152,308
3,179,287
101,182,294
86,230,337
79,164,414
94,174,329
67,148,386
132,238,320
72,240,326
21,155,357
4,238,350
115,184,295
42,235,350
30,159,305
74,236,322
44,237,404
107,182,296
109,278,302
8,272,324
141,274,342
84,233,404
16,217,390
120,165,417
60,278,297
4,254,355
36,195,291
122,221,412
129,281,337
95,282,391
141,171,288
117,220,337
70,203,317
117,203,409
11,263,353
54,264,381
63,230,363
140,216,328
39,189,340
88,238,411
137,144,419
138,247,293
122,268,374
35,165,325
53,200,365
73,242,419
111,272,307
81,170,417
6,189,286
141,232,419
45,181,333
44,166,376
15,219,374
54,168,319
29,209,326
11,183,413
45,158,349
84,176,372
6,166,370
15,201,383
3,169,290
123,188,375
96,154,336
19,218,392
99,160,361
32,198,347
64,267,323
39,237,305
12,204,396
20,256,421
62,212,289
79,234,418
13,175,425
71,236,339
131,241,390
47,221,312
28,262,426
136,262,340
75,162,372
23,227,292
100,143,398
54,194,360
138,161,380
7,202,413
116,235,307
123,234,374
42,179,326
61,273,421
100,261,302
31,247,391
30,151,288
119,235,321
81,277,289
34,231,397
14,189,349
113,156,352
140,182,306
115,224,372
66,219,340
49,256,330
56,184,375
30,272,311
52,197,320
41,208,370
129,172,324
90,164,359
